,Time,$x_sg$,$x_sw$,$x_hv$,$\theta_r$,$\theta_p$,$x_tf$,$x_ts$,$x_1$,$x_2$,$x_3$,$x_4$,$DVA_1$,$DVA_2$,$DVA_3$,$DVA_4$
16,0.17,2.9889058643878506,0.39099963921802094,0.18913496913207298,-0.12440760093882197,-0.6695915598033166,-87.91822432372166,11.467210230408247,27.302117484692836,21.549951508879538,-34.3254756873773,-35.38392435740002,-154771003.87215614,-172386970.37100792,238586477.93531418,275425724.6851921
17,0.18,3.3287431357627733,0.43643397947191886,0.21211556807423212,-0.1254768126338197,-0.6610064964634765,-87.94780787010203,11.52662793475295,30.32015059731985,24.142644798886224,-38.30147588586814,-39.608098179551206,-148210152.98366547,-174570865.92912674,236826241.01638794,277874432.5041771
18,0.19,3.683272471838082,0.4842023446523457,0.23646564538816925,-0.1266006961698638,-0.6520440483530758,-87.97473212211936,11.589594418018741,33.4511737413193,26.88414857178546,-42.471217184464415,-44.06729675197232,-141330696.64239883,-176859647.03559875,234978757.79867172,280438140.0346756
19,0.2,4.051802188043829,0.5342884934489767,0.2621984840344637,-0.12777885115002574,-0.6427208122154662,-87.99833483916181,11.656134584416243,36.686839591994435,29.77522386377603,-46.830620267591556,-48.76161525408896,-134144797.92118073,-179248992.35367775,233046803.62343788,283111408.35285187
20,0.21,4.4336190469893895,0.5866773923351597,0.2893278378230444,-0.12901090646037794,-0.6330539064645118,-88.017931224258,11.72627430873382,40.01857796337866,32.81671342932107,-51.37555335834489,-53.69123949074475,-126665122.80702591,-181734394.28210258,231033414.60227966,285888500.5116463
21,0.22,4.8279896570966105,0.6413550650311479,0.3178677894072807,-0.13029651658312158,-0.623060937721478,-88.03281550737233,11.800040385111599,43.43761134382037,36.00953637821534,-56.10183612029322,-58.856439234717435,-118904635.31017303,-184311233.46090317,228941589.59388733,288763530.55238724
22,0.23,5.234161903537812,0.6983084392308733,0.34783260506768515,-0.13163535784120795,-0.6127599665730505,-88.04226256894657,11.877460477132296,46.934970678815425,39.354682746649836,-61.005243556386276,-64.2575614619289,-110876783.72859955,-186974778.77140045,226774439.2156601,291730426.2518883
23,0.24,5.651366410227889,0.7575251903528839,0.37923658751274814,-0.13302712456862187,-0.6021694725793094,-88.0455296004286,11.958563068992616,50.50151141578129,42.85320795679603,-66.08150996928956,-69.8950234994596,-102595351.63640976,-189720094.20394897,224535167.21725464,294783003.62825394
24,0.25,6.078818029079697,0.8189935817070874,0.41209392696484065,-0.13447152519141348,-0.591308318623021,-88.04185779846787,12.043377417512879,54.12792970517816,46.50622718501519,-71.32633298214205,-75.76930601326788,-94074402.00448036,-192542169.2430973,222227089.1070366,297914743.4234619
25,0.26,6.515717352705548,0.8827023028523638,0.4464185500356466,-0.1359682782632654,-0.5801957146922483,-88.03047408940405,12.13193350473567,57.80477873678619,50.314909704676936,-76.73537753515234,-81.88094589366146,-85328295.82691193,-195435918.86758804,219853445.8875656,301119126.3794899
26,0.27,6.961252249822054,0.948640307019155,0.4822239683259932,-0.13751710847720755,-0.5688511811125387,-88.01059288062926,12.224261990857928,61.52248526199904,54.280473148459166,-82.3042799324016,-88.23052915083461,-76371780.59667349,-198396071.79164886,217417739.33172226,304389521.4796066
27,0.28,7.414599420428776,1.0167966457313435,0.5195231256579802,-0.13911774260760978,-0.5572945112987888,-87.98141783535932,12.320394167239876,65.27136625956628,58.40417770998929,-88.02865194670585,-94.81868365390824,-67219822.66753912,-201417319.47660446,214923415.3330326,307718962.430954
28,0.29,7.874925965243316,1.0871603033992236,0.5583282454301611,-0.14076990545079315,-0.545545734160624,-87.9421436673162,12.420361909229749,69.04164561251172,62.687320331934195,-93.90408488925755,-101.64607186432622,-57887514.12183046,-204494260.25152206,212373994.2908287,311100669.20518875
29,0.3,8.341390968494846,1.159720032491454,0.5986506783493765,-0.14247331577933586,-0.5336250761813606,-87.89195795179782,12.524197628539865,72.82347086937222,67.13122888111472,-99.92615369019163,-108.71338360042257,-48390314.91428614,-207621455.19256592,209773033.85734558,314527601.00364685
30,0.31,8.813147090924359,1.2344641875374915,0.6405007496777502,-0.14422768226708538,-0.5215529232461096,-87.83004294958839,12.63193422491287,76.60693004329747,71.73725632031402,-106.09042098966086,-116.02132868549961,-38743722.25254774,-210793390.8700943,207124166.19062424,317992605.26895523
31,0.32,9.28934216891211,1.3113805603390976,0.6838876086038183,-0.14603269944355413,-0.5093497823174555,-87.75557744014881,12.743605036815474,80.38206836215316,76.50677485866964,-112.3924412110453,-123.57062966641408,-28963428.921997547,-214004479.34865952,204431004.82225418,321488641.2024498
32,0.33,9.769120818494684,1.3904562162449332,0.7288190795145982,-0.14788804367419983,-0.4970362429871411,-87.66773856051945,12.85924379089792,84.13890502906708,81.4411700812166,-118.82776465338665,-131.36201458352605,-19065286.03285551,-217249058.1870079,201697312.29543686,325008518.9938545
33,0.34,10.251626039926553,1.4716773319797993,0.775301514238846,-0.14979336917878427,-0.4846329390087414,-87.56570364636423,12.978884549961718,87.86744989710624,86.54183516026933,-125.39194156512634,-139.39620971810663,-9065149.35195446,-220521595.32904625,198926758.02111626,328545011.5799904
34,0.35000000000000003,10.73600081991339,1.5550290353756004,0.8233396465350709,-0.15174830409646,-0.4721605098800725,-87.44865207159322,13.102561659180637,91.55772005109024,91.81016509219957,-132.0805261808267,-147.6739323919491,1020980.9988737106,-223816372.4541664,196123123.1689453,332090891.8976784
35,0.36,11.221389729448953,1.640495247486116,0.8729364499459695,-0.15375244660954834,-0.45963956252426774,-87.31576708301165,13.23030969032609,95.19975630310977,97.24755093238895,-138.88908074843454,-156.19588387475721,11177086.271345615,-227127745.74756622,193290151.65567398,335639007.38954544
36,0.37,11.706940512121326,1.7280585284201095,0.9240929987410117,-0.15580536115897825,-0.4470906331940059,-87.16623762646273,13.362163383752144,98.78363946248062,102.85537413973078,-145.8131794914169,-164.9627423800152,21387282.758951187,-230450108.6473465,190431587.39805222,339182168.24531555
37,0.38,12.19180566241632,1.817699925601755,0.9768083321805007,-0.1579065747196826,-0.4345341496085804,-86.99926016095979,13.498157587904615,102.29950646506812,108.63500096508183,-152.84841257104102,-173.97515611194314,31635500.490665436,-233777798.71225357,187551267.44508743,342713184.6547127
38,0.39,12.67514399050452,1.9093988260485317,1.0310793226126818,-0.16005557317520624,-0.42199039340841527,-86.81404045733125,13.638327196125903,105.73756634094138,114.5877769023216,-159.99038999268126,-183.23373645623244,41905846.44675255,-237105228.00683975,184652917.0870781,346225015.8190727
39,0.4,13.156122169125348,2.0031328133553554,1.0869005482900924,-0.16225179780858978,-0.40947946303319727,-86.60979537794312,13.782707080534909,109.08811588459464,120.71502124799746,-167.2347454474782,-192.73905131333854,52182516.0831213,-240426845.84856033,181740336.12012863,349710620.9397316
40,0.41000000000000003,13.633916261209727,2.0988775289514985,1.1442641710083261,-0.1644946418989437,-0.3970212370552355,-86.38575463410886,13.931332022773212,112.34155506896617,127.01802175037763,-174.5771401265761,-202.49161855501112,62449802.6445508,-243737138.8077736,178817287.0874405,353163070.97673416
41,0.42,14.107713224514328,2.19660653881415,1.20315981885854,-0.16678344745296192,-0.3846353380580365,-86.14116251784745,14.08423664141885,115.4884021584126,133.4980293752672,-182.01326645245928,-212.49189965877167,72692180.98372221,-247030686.58709526,175887495.27931213,356575548.6488342
42,0.43,14.576712391498564,2.296291205185004,1.2635744741842678,-0.16911750206028975,-0.3723410971019083,-85.87527960470857,14.241455315881273,118.51930854368237,140.1562531691706,-189.53885174654806,-222.74029350042076,82894181.83267117,-250302068.88914108,172954685.98604202,359941311.1805916
43,0.44,15.04012692108462,2.397900564464939,1.3254923675162684,-0.17149603590177476,-0.36015751885761915,-85.58738442444628,14.403022106604011,121.42507321929567,146.99385526578516,-197.14966183342142,-233.23713034059645,93040680.51278591,-253546051.68104172,170022547.24502563,363253802.06108093
44,0.45,15.49718521907667,2.5014012113112365,1.388894877770174,-0.17391821891128512,-0.34810324748586385,-85.27677509639314,14.568970671414231,124.19665685768676,154.01194603451077,-204.8415045543177,-243.98266600366534,103116706.0136795,-256757400.92992783,167094711.21430397,366506539.28518295
45,0.46,15.947132326064466,2.6067571888470176,1.4537604390740106,-0.17638315808895344,-0.3361965332898591,-84.94277092646217,14.739334177874648,126.82519552701574,161.21157934240262,-212.61023321851283,-254.97707626615977,113107543.43867302,-259931012.98809052,164174828.67836952,369693264.3651962
46,0.47000000000000003,16.3892312691905,2.7139298862480783,1.5200644543199155,-0.17888989499707986,-0.32445520022869445,-84.58471396278391,14.91414521150646,129.3020139696456,168.59374800287978,-220.4517499650689,-266.22045147137266,122998803.85398865,-263061933.21943283,161266438.66300583,372807830.5721283
47,0.48,16.82276437542808,2.82287794358956,1.5877792156620842,-0.18143740343587478,-0.3128966143478995,-84.2019705070732,15.093435679769126,131.61863844725303,176.1593793818507,-228.36200900805864,-277.71279138696485,132776349.78294373,-266145281.4936638,158373042.94109344,375844351.9473076
48,0.49,17.24703454479465,2.933557163951687,1.6568738321891616,-0.18402458729909466,-0.3015376531646008,-83.79393257891184,15.277236711699542,133.76680914205662,183.90933117875372,-236.33701980793978,-289.45400028471084,142426397.65143394,-269176363.9450073,155498115.3458357,378797017.0378685
49,0.5,17.66136648030918,3.045920432782182,1.7273141655550384,-0.18665027860956673,-0.29039467608449954,-83.36001933022894,15.46557855313076,135.73849204836185,191.84438736240884,-244.37285014184977,-301.4438822593555,151935555.04083633,-272150523.96059036,152645036.5781784,381660312.4141693
50,0.51,18.065107872774675,3.1599176467504764,1.7990627738553204,-0.1893132357897236,-0.279483495896641,-82.8996784073638,15.658490457426812,137.52589036811574,199.96525431644284,-252.4656290552576,-313.6821368955579,161290764.8086548,-275063402.9507637,149817122.14648724,384429022.6697922
51,0.52,18.457630538975085,3.275495650049653,1.872078862961306,-0.19201214211685524,-0.26881935137948654,-82.4123872582014,15.856000571689775,139.12145541463593,208.27255717359225,-260.61154971923395,-326.16835514982125,170479360.96787453,-277910642.32587814,147017640.99299908,387097969.6512222
52,0.53,18.838331509955836,3.3925981786347217,1.94631824623621,-0.1947456043751563,-0.25841688109916827,-81.89765438198103,16.058135818416286,140.51789693602663,216.76683633783702,-268.80687216169986,-338.90201548307914,179489199.07212257,-280688181.51950836,144249731.67479038,389662347.73397446
53,0.54,19.20663406859585,3.5111658138438635,2.021733313154174,-0.19751215174025072,-0.24829009841835736,-81.35502051949489,16.264921772595937,141.70819290077864,225.4485442109361,-277.04792589255516,-351.8824803339981,188308451.3247013,-283391997.218132,141516523.43571186,392117574.81098175
54,0.55,19.561988734741504,3.6311359441061617,2.098273006125903,-0.20031023486429422,-0.23845236775732293,-80.7840597815107,16.476382534266648,142.68559875002646,234.31804210351862,-285.33111240494935,-365.1089928558482,196925811.4695549,-286018326.87854767,138820977.8815508,394459292.2925949
55,0.56,19.903874195031346,3.7524427371758304,2.175882806383246,-0.20313822522178793,-0.22891638217697752,-80.18438071337545,16.69254059656008,143.44365601946433,243.37559742169614,-293.65290754488274,-378.58067400737343,205330494.7912693,-288563631.4749718,136166028.6784172,396683551.37109756
56,0.5700000000000001,20.231798176942668,3.8750171205575974,2.2545047285882522,-0.2059944146586168,-0.21969414229459616,-79.55562729388423,16.913416709292058,143.9762003738317,252.62138105259447,-302.0098637734298,-392.2965199012356,213512163.60926628,-291024483.74032974,133554488.42048645,398786440.49167633
57,0.58,20.545298265179287,3.9987867710671647,2.334077324697999,-0.20887701516756918,-0.21079693657775955,-78.89747986662715,17.139029738175125,144.27736904068985,262.0554649473046,-310.3986122903365,-406.2553994825087,221461039.03651237,-293397679.9249649,130989076.5696764,400764606.8930626
58,0.59,20.843942659371177,4.123676113926727,2.414535696726472,-0.21178415890021451,-0.20223532304117642,-78.20965600215943,17.369396519747433,144.3416076492631,271.6778199365356,-318.81586502498817,-420.45605253328984,229167789.22080994,-295680202.5437355,128472400.82919598,402614735.0668907
59,0.6,21.127330871085736,4.24960633081427,2.495811518185762,-0.21471389840082056,-0.19401911239504033,-77.49191128947453,17.604531712136037,144.16367641475023,281.48831379556975,-327.2584164868706,-434.8970879454757,236623771.48866653,-297869294.8818207,126006957.14354515,404333956.5396309
60,0.61,21.395094359890045,4.376495378505515,2.577833065595557,-0.21766420710268397,-0.18615735265081312,-76.74404005539947,17.844447641790413,143.73865570254316,291.48670953764116,-335.72314549554636,-449.5769824070317,243820734.32207108,-299962349.2360115,123595166.95141792,405919738.11388016
61,0.62,21.646897107281582,4.504258016493484,2.6605252588597463,-0.22063298004708987,-0.1786583152131116,-75.96587601066885,18.089154146345578,143.06195096851317,301.6726639339023,-344.2070167727999,-464.49407938657106,250751134.00816917,-301957018.67341995,121239302.67989635,407369770.1096535
62,0.63,21.882436127052944,4.63280584322349,2.7438097105957344,-0.22361803481596176,-0.1715294824926703,-75.15729282157751,18.338658413794867,142.12929703544418,312.04572625779565,-352.7070823892555,-479.6465883949682,257407911.12184525,-303851105.2727699,118941543.62380505,408682040.87018967
63,0.64,22.10144191162274,4.7620473420767455,2.8276047849206405,-0.22661711270609297,-0.16477753705162623,-74.3182046062546,18.592964818171602,140.9367617116843,322.6053372705754,-361.22048307621753,-495.0325845954611,263784714.0431404,-305642709.1360092,116703938.69280815,409854911.2677574
64,0.65,22.30367881404172,4.891887937959506,2.91182566502105,-0.22962788016604607,-0.15840835228810235,-73.44856635474741,18.8520747519581,139.48074877735448,333.3508285012714,-369.744449399616,-510.65000877728505,269875638.1869316,-307330191.1354065,114528434.35108662,410887077.45075226
65,0.66,22.48894536503317,5.022230062348716,2.9963844300809734,-0.23264793044275267,-0.15242698467576687,-72.5483742722479,19.11598645546309,137.75800033463332,344.28142170704774,-378.2763027882407,-526.4966676522007,275675505.399704,-308911986.6490364,112416828.05120945,411777533.5907936
66,0.67,22.657074524111568,5.152973226911407,3.0811901416436682,-0.23567478544065645,-0.14683766758189698,-71.61766604494244,19.384694843428818,135.76559846388085,355.3962285497676,-386.81345643185796,-542.5702344522065,281179714.9479389,-310386866.33110046,110370842.73993969,412525571.88272476
67,0.68,22.80793386541946,5.284014106793269,3.1661489377635985,-0.23870589782033846,-0.14164380664824838,-70.65652102811255,19.658191329145723,133.5009662758082,366.69425056063926,-395.353416027351,-558.8682498439906,286384224.8916626,-311753824.3532181,108392005.7862997,413130819.79751587
68,0.6900000000000001,22.94142569746536,5.415246633411902,3.251164136185337,-0.24173865333251499,-0.13684797675500526,-69.66506035626146,19.93646364637245,130.96186830075715,378.1743793532994,-403.89378038404817,-575.388123194027,291285701.0960579,-313012115.65732956,106481788.67995739,413593277.33516693
69,0.7000000000000001,23.057487116992014,5.5465620955820265,3.3361363465124074,-0.24477037335846763,-0.13245192056239619,-68.64344697518924,20.21949566937805,128.14641022201369,389.8353970458271,-412.43224190353226,-592.127134143592,295881368.21985245,-314161144.19698715,104641495.2725172,413913205.26599884
70,0.71,23.15608999699326,5.677849249060792,3.4209635909403517,-0.2477983176590044,-0.1284565486298428,-67.59188559608657,20.50726723144185,125.05303797814823,401.6759768899077,-420.96658690771346,-609.0824345092991,300169121.47402763,-315200574.696064,102872317.65687466,414091274.1422653
71,0.72,23.23724090925469,5.8089944345813045,3.5055414327710097,-0.2508196873335553,-0.12486194110379856,-66.51062257186398,20.799753942161885,121.68053623174143,413.6946841607196,-429.49469583536336,-626.2510504684615,304147433.4895611,-316130332.6487541,101175317.54076481,414128340.780735
72,0.73,23.30098098164232,5.939881704446237,3.5897631127908203,-0.25383162799109327,-0.12166735096923409,-65.39994569607889,21.096927003940298,118.02802622015165,425.88997728649355,-438.01454329011625,-643.6298850638259,307815428.82323265,-316950567.06666946,99551407.62031078,414025746.2859154
73,0.74,23.34738569047139,6.070392957982967,3.673519693917473,-0.25683123314021916,-0.11887120885715152,-64.2601839249683,21.39875302802934,114.09496297629808,438.2602092155096,-446.5241979509564,-661.2157210610454,311172846.70472145,-317661687.73174286,98001388.83292675,413785092.53263474
74,0.75,23.376564589135235,6.200408083166409,3.756700213311689,-0.25981554773196924,-0.1164711293797045,-63.09170702323809,21.70519385053921,109.88113194453366,450.8036289624827,-455.02182237459937,-679.0052240256425,314220041.03660583,-318264216.1846161,96525968.98376942,413408204.91313934
75,0.76,23.388660972957883,6.329805105483407,3.839191841787653,-0.2627815718816837,-0.11446391899453578,-61.89492513440098,22.016206348822323,105.38664499797292,463.5183833513957,-463.5056726400203,-696.9949456914194,316957980.3943634,-318758971.9891548,95125641.67380333,412897318.6016083
76,0.77,23.383851481280967,6.458460345579972,3.9208800499648184,-0.26572626480780315,-0.11284558537423761,-60.670288276596835,22.331742258658945,100.61193586361394,476.40251904538997,-471.97409785571665,-715.1813276540818,319388248.026371,-319147072.7324486,93800844.62463856,412254966.7954445
77,0.78,23.362345638569497,6.5862485832264035,4.001648781070288,-0.2686465489267702,-0.11161134823784646,-59.41828576496533,22.651747992684665,95.5577549986959,489.45398476807406,-480.42553956358597,-733.56070531257,321512967.34809875,-319429747.76029587,92551866.54627323,411483943.4623718
78,0.79,23.32438533422638,6.713043226656652,4.081380630336709,-0.27153931408066967,-0.11075565165295176,-58.13944556177627,22.976164460513022,90.22516387768452,502.6706336775028,-488.85853099446985,-752.1293120369066,323334969.5801735,-319608449.9359131,91378847.13709354,410587303.340435
79,0.8,23.270244242977245,6.838716489829764,4.1599570309738265,-0.27440142196024375,-0.11027217776358356,-56.8343335556572,23.304926891014343,84.61552872434883,516.0502259839376,-497.27169620961286,-770.8832836714643,324857570.23096085,-319684930.1457405,90281842.27645397,409568585.45541763
80,0.81,23.200227187196894,6.963139575379474,4.237258445609662,-0.27722971066813695,-0.11015386191117749,-55.50355277138654,23.637964657222238,78.7305137317565,529.5904317531321,-505.66374911079834,-789.8186632769125,326084718.1081772,-319661051.03492737,89260721.57919407,408431403.33890915
81,0.8200000000000001,23.114669442025377,7.086182862057201,4.313164562704516,-0.2800209993928071,-0.110392909128886,-54.147742511848186,23.975201104351264,72.57207373894785,543.2888338935447,-514.0334923302194,-808.9314060345902,327020920.81308365,-319538973.2718468,88315289.46757317,407179705.79862595
82,0.8300000000000001,23.01393598594955,7.207716098202474,4.38755449880866,-0.28277209323075025,-0.11098081194453258,-52.76757743386667,24.316553381412945,66.14244644442418,557.1429313067288,-522.3798160292476,-828.2173844595034,327671170.2346802,-319320932.0306778,87445219.97869015,405817814.17131424
83,0.84,22.898420696666786,7.327608598774326,4.460307004810206,-0.28547978809615016,-0.11190836949799854,-51.36376655976063,24.66193227692573,59.44414410588135,571.1501421995459,-530.7016965470839,-847.6723937514616,328041128.8142204,-319009460.5088234,86650000.88512897,404350049.79372025
84,0.85,22.7685454949628,7.445729447742668,4.531300676102533,-0.28814087576211644,-0.11316570790709024,-49.93705222657138,25.0112420592188,52.47994476935411,585.3078076304162,-538.9981949568914,-867.292157357505,328136868.7748909,-318607315.42110443,85929101.33302212,402781255.54323196
85,0.86,22.624759438697527,7.561947705103494,4.600414167481817,-0.2907521490152378,-0.11474230183169665,-48.488208975033025,25.364380321832662,45.252883088422756,599.6131951759075,-547.2684555164626,-887.0723328166467,327965021.13342285,-318117327.98814774,85281776.26430988,401116423.30884933
86,0.87,22.467537767273004,7.676132616061645,4.667526412163625,-0.2933104068628021,-0.11662699722847236,-47.018042380459704,25.721237834526473,37.76624064568274,614.0635026980054,-555.511704015099,-907.0085177358861,327532812.9529953,-317542515.69509506,84707261.99448109,399360768.4969902
87,0.88,22.297380900465058,7.788153823426212,4.732516842194065,-0.2958124598182583,-0.11880803520192806,-45.52738782783004,26.081698400401244,30.023535949289375,628.6558623035658,-563.7272460131163,-927.0962558956996,326847694.81420517,-316886156.79740906,84204571.32160664,397519655.52568436
88,0.89,22.114813392300455,7.89788158350462,4.795265611693661,-0.298255135271825,-0.12127307693668055,-44.01710923344549,26.44563871964789,22.0285140151535,643.3873444752124,-571.9144649896292,-947.3310435391932,325917899.60861206,-316151678.5621643,83772726.35698318,395598784.08908844
89,0.9,21.92038284181405,8.005186983526556,4.855653823507159,-0.3006352828975847,-0.12400922966726435,-42.48809771563648,26.812928260429477,13.785135540565863,658.254962260613,-580.0728203994825,-967.7083358238574,324751883.7451935,-315342545.5093384,83410525.69448948,393603965.64006805
90,0.91,21.71465876381627,8.10994216090468,4.913563756414138,-0.3029497801044667,-0.1270030736100356,-40.94127021707885,27.183429137405955,5.297565784602121,673.2556756123493,-588.2018456223686,-988.2235533786136,323358662.4264717,-314462557.4350357,83116739.98832703,391541235.1489067
91,0.92,21.49823142154845,8.212020523866517,4.968879094143139,-0.3051955375194937,-0.13024068981258985,-39.37756808136788,27.55699599840426,-3.429836896120916,688.3863958391049,-596.3011458562833,-1008.8720889830971,321747586.1310959,-313515476.88245773,82890018.82076263,389416776.59749985
92,0.93,21.271710623528318,8.311296972766456,5.021485155444014,-0.30736950448610045,-0.13370768886568918,-37.79795558657578,27.933475919734335,-12.392532796744353,703.6439901303149,-604.3703959238633,-1029.6493143676994,319928452.37255096,-312505327.1651268,82728918.64180565,387236997.4851608
93,0.9400000000000001,21.035724486630713,8.40764812237143,5.071269124263067,-0.30946867458460225,-0.13738924042906664,-36.203418438593445,28.312708310643817,-21.58581289466675,719.0252862085482,-612.4093379927609,-1050.5505871140945,317911393.94044876,-311436206.1023712,82631874.82953072,385008417.06991196
94,0.9500000000000001,20.790918168179996,8.500952522929511,5.1181202795446925,-0.31149009112068704,-0.141270103504485,-34.594962227125784,28.6945248273994,-31.004811120644202,734.5270770341637,-620.4177792252037,-1071.571257580767,315706916.15343094,-310312323.27222824,82597257.56943226,382737629.1155815
95,0.96,20.537952569245682,8.59109088109233,5.161930224270338,-0.3134308526081422,-0.14533465740386475,-32.97361084727295,29.07874929747298,-40.6445168671767,750.1461256171116,-628.3955893623279,-1092.7066758900623,313325859.606266,-309138074.51725006,82623325.28829575,380431413.6505127
96,0.97,20.277503011998093,8.677946279998267,5.2025931139501775,-0.3152881182285898,-0.14956693334393112,-31.34040488968768,29.465197654300294,-50.4997876753116,765.8791698601881,-636.3426982396908,-1113.952199012698,310779325.6640434,-307917818.4270859,82708261.90710068,378096699.71466064
97,0.98,20.010257893008582,8.761404397592297,5.240005884088027,-0.3170591132453069,-0.15395064662278957,-29.69640000235008,29.853677883070453,-60.56536214373227,781.7229274520782,-644.2590932581076,-1135.3031978741649,308078844.1002369,-306656137.1088028,82850186.15424633,375740453.6008835
98,0.99,19.736917315920408,8.841353722758399,5.274068475117465,-0.31874113436052465,-0.1584692292958998,-28.04266522704863,30.24398997799176,-70.83587295467441,797.6741008090097,-652.144816796644,-1156.7550644639887,305236000.56767464,-305357575.41656494,83047114.31264877,373369753.3607483
99,1.0,19.45819170617003,8.91768576935368,5.304684054179732,-0.32033155501824817,-0.16310586328729482,-26.380281313693818,30.635925911465986,-81.30585998734799,813.7293820832276,-659.9999635733495,-1178.3032189472906,302262753.2482147,-304026938.97485733,83297006.7858696,370991714.2987251
100,1.01,19.174800408726206,8.990295286975538,5.331759235182448,-0.32182783062365594,-0.16784351391409125,-24.710339015626474,31.029269615588127,-91.96978361871156,829.8854581626093,-667.8246779591304,-1199.9431167783237,299171321.0940361,-302668847.14365005,83597730.84521294,368613563.477993
